x,y,z,,VectorX,VectorY,VectorZ
-0.01666666667,,-0.003333333333,0.01666666667,4.934029889,-7.854363509,-4.059850886
-0.01,,-0.01,0.02777777778,-2.129781936,-7.677040131,-5.754026908
-0.01666666667,,-0.003333333333,0.02777777778,9.141925759,-15.28752006,-20.01262835
-0.003333333333,,-0.01666666667,0.005555555556,-47.8703161,11.92402543,-5.618098082
-0.01,,-0.01,0.005555555556,87.79863638,-82.77503961,3.874539812
-0.01666666667,,-0.003333333333,0.005555555556,-18.75914178,42.73446321,11.89292658
-0.003333333333,,-0.01666666667,0.01666666667,27.26143874,-10.81568043,1.214531617
-0.01,,-0.01,0.01666666667,49.65232882,-4.810413179,-50.20960738
-0.003333333333,,-0.01666666667,0.02777777778,5.66699951,-9.428681504,8.047157981
-0.003333333333,,-0.01666666667,0.03888888889,1.465292296,2.846869652,-0.1874637909
-0.01,,-0.01,0.03888888889,-4.049409874,7.890192285,-4.139442418
-0.01666666667,,-0.003333333333,0.03888888889,-4.458824284,14.41985681,-0.985994774
-0.01,,-0.01,0.05,-0.7660036242,1.530503916,-2.018106749
-0.01666666667,,-0.003333333333,0.05,-2.097298676,5.948236782,-0.8068196738
-0.01,,-0.01,0.06111111111,0.8696634789,-0.8959949961,0.1032289202
-0.01666666667,,-0.003333333333,0.06111111111,-0.6514550899,0.6777135809,-0.6276445735
-0.01666666667,,-0.003333333333,0.07222222222,-0.1212935258,-1.391712793,-0.4484694733
-0.01666666667,,-0.003333333333,0.08333333333,-0.5068139837,-0.260042339,-0.269294373
-0.003333333333,,-0.01666666667,0.05,-1.705122465,0.7986067114,-0.7147396103
-0.003333333333,,-0.01666666667,0.06111111111,-0.649693491,-0.3210855146,-0.433111127
-0.003333333333,,-0.01666666667,0.07222222222,-2.04E-04,-0.7598038837,-0.1514826436
-0.01,,-0.01,0.07222222222,-1.248684468,0.3495563233,0.5177727456
-0.003333333333,,-0.01666666667,0.08333333333,0.2433445966,-0.517548396,0.1301458397
-0.01,,-0.01,0.08333333333,-0.5120596288,0.1338358879,0.4824733563
-0.003333333333,,-0.01666666667,0.09444444444,0.08095370969,0.4056809486,0.411774323
-0.01,,-0.01,0.09444444444,-0.0932767194,0.5109870126,0.4471739669
-0.01666666667,,-0.003333333333,0.09444444444,3.027164776,1.391751145,1.373203635
-0.01666666667,,-0.003333333333,0.1166666667,0.221665354,-0.1589535043,-0.0330629097
-0.01666666667,,-0.003333333333,0.1277777778,0.1117653881,-0.03773150145,-0.06239441024
-0.01,,-0.01,0.1388888889,-0.01540741086,-0.1103039086,-0.006786564356
-0.01666666667,,-0.003333333333,0.1388888889,0.03218280793,0.04031708237,-0.09172591078
-0.01,,-0.01,0.15,-0.05984610395,-0.002317514521,-0.06455902843
-0.01666666667,,-0.003333333333,0.15,-0.01708238636,0.07519224719,-0.1210574113
-0.003333333333,,-0.01666666667,0.1611111111,-0.06915083675,0.05650186535,0.01361092335
-0.01,,-0.01,0.1611111111,-0.06984942392,0.05837723717,-0.1223314925
-0.01666666667,,-0.003333333333,0.1611111111,-0.03603019482,0.06689399303,-0.1503889119
-0.003333333333,,-0.01666666667,0.1055555556,-0.2823365828,-0.09051272213,0.04671729354
-0.01,,-0.01,0.1055555556,-0.2538511838,0.2983909293,0.003326963731
-0.01666666667,,-0.003333333333,0.1055555556,-0.8089789686,0.2334975504,0.3770782201
-0.003333333333,,-0.01666666667,0.1166666667,-0.06408762138,-0.05186734958,0.040908467
-0.01,,-0.01,0.1166666667,0.1083496373,0.01673786747,-0.04962080703
-0.003333333333,,-0.01666666667,0.1277777778,0.0680880859,-0.02924844814,0.03509964047
-0.01,,-0.01,0.1277777778,0.3517730751,-0.2482356612,-0.1025685778
-0.003333333333,,-0.01666666667,0.1388888889,0.114190539,-0.02265601782,0.02929081393
-0.003333333333,,-0.01666666667,0.15,0.07421973807,-0.0320900586,0.02348198739
-0.003333333333,,-0.01666666667,0.1722222222,0.09705775272,-0.03108342264,-0.1211099358
-0.01,,-0.01,0.1722222222,0.048801157,0.01552065041,-0.0250211214
-0.003333333333,,-0.01666666667,0.1833333333,0.05562118187,-0.01848517395,-0.03503572685
-0.01666666667,,-0.003333333333,0.1722222222,0.05971544221,-0.06501501289,0.0572045814
-0.01,,-0.01,0.1833333333,0.04731500223,-0.2131941622,-0.2221584676
-0.01666666667,,-0.003333333333,0.1833333333,0.07156035945,-0.1943145725,0.02751696362
-0.003333333333,,-0.01666666667,0.1944444444,-0.2239859986,0.1203239289,0.05103848208
-0.01,,-0.01,0.1944444444,0.1203360753,-0.1362305959,0.01615048026
-0.01666666667,,-0.003333333333,0.1944444444,-0.01415292484,0.1173014021,-0.00217063965
-0.01666666667,,0.003333333333,0.005555555556,-11.92707443,-47.8746406,5.624635113
-0.01,,0.01,0.005555555556,82.77277794,87.80798183,-3.884660271
-0.003333333333,,0.01666666667,0.005555555556,-42.72716711,-18.78497961,-11.90798887
-0.01666666667,,0.003333333333,0.01666666667,10.78980539,27.25988767,-1.197126293
-0.01,,0.01,0.01666666667,4.799773844,49.66161889,50.203182
-0.01666666667,,0.003333333333,0.02777777778,9.436426862,5.679574004,-8.018884368
-0.003333333333,,0.01666666667,0.01666666667,7.840202468,4.942574028,4.058577879
-0.01,,0.01,0.02777777778,7.682294299,-2.113976441,5.747786531
-0.003333333333,,0.01666666667,0.02777777778,15.26951174,9.14198499,20.02514462
-0.01666666667,,0.003333333333,0.05,-0.8616744395,-1.846028227,0.7370177432
-0.01666666667,,0.003333333333,0.06111111111,0.274767182,-0.7482230465,0.4450783431
-0.01666666667,,0.003333333333,0.07222222222,0.7329613515,-0.08832455728,0.1531389429
-0.01,,0.01,0.07222222222,-0.3864244169,-1.22410352,-0.4691759538
-0.01666666667,,0.003333333333,0.08333333333,0.5129080688,0.1336672402,-0.1388004572
-0.01,,0.01,0.08333333333,-0.05350327247,-0.4342773791,-0.4262771714
-0.01666666667,,0.003333333333,0.09444444444,-0.3853926659,-0.08224765398,-0.4307398573
-0.01,,0.01,0.09444444444,-0.3218519053,-0.005361427165,-0.383378389
-0.003333333333,,0.01666666667,0.09444444444,-0.9627620635,3.335347749,-1.501972428
-0.01666666667,,0.003333333333,0.03888888889,-2.793411612,1.555398291,0.09528310455
-0.01,,0.01,0.03888888889,-7.854140744,-4.016962094,4.194115252
-0.003333333333,,0.01666666667,0.03888888889,-14.42852992,-4.502832421,1.011359278
-0.01,,0.01,0.05,-1.58334601,-0.782646483,2.082077146
-0.003333333333,,0.01666666667,0.05,-5.9662218,-2.130602722,0.8220865925
-0.01,,0.01,0.06111111111,0.8006964465,0.8132260636,-0.02996095965
-0.003333333333,,0.01666666667,0.06111111111,-0.6705085659,-0.6764825542,0.6328139067
-0.003333333333,,0.01666666667,0.07222222222,1.45860978,-0.1404719173,0.443541221
-0.003333333333,,0.01666666667,0.08333333333,0.4211332378,-0.5225708113,0.2542685353
-0.003333333333,,0.01666666667,0.1166666667,0.3212172691,0.1975363853,0.05858206474
-0.003333333333,,0.01666666667,0.1277777778,0.1072984852,0.08363029435,0.08020678985
-0.01,,0.01,0.1388888889,0.01405803629,-0.0829531439,-0.05061430907
-0.003333333333,,0.01666666667,0.1388888889,-0.03164460931,-4.76E-04,0.101831515
-0.01,,0.01,0.15,-0.05060327759,-0.08265228168,0.01754404537
-0.003333333333,,0.01666666667,0.15,-0.09561201454,-0.05478160827,0.1234562401
-0.01666666667,,0.003333333333,0.1611111111,-0.005502002343,0.02528094867,0.1099863938
-0.01,,0.01,0.1611111111,-0.02580998652,-0.0380885208,0.0857023998
-0.003333333333,,0.01666666667,0.1611111111,-0.08460373044,-0.07928741994,0.1450809652
-0.01666666667,,0.003333333333,0.1055555556,0.1142909966,-0.4460255465,-0.01447562203
-0.01,,0.01,0.1055555556,-0.1025167889,-0.1685573892,-0.04890888196
-0.003333333333,,0.01666666667,0.1055555556,0.1988232006,-0.4943543203,-0.2353570977
-0.01666666667,,0.003333333333,0.1166666667,0.05312070938,-0.1751819554,-0.01619122891
-0.01,,0.01,0.1166666667,0.07016272001,0.1903472084,0.01515292566
-0.01666666667,,0.003333333333,0.1277777778,0.008322948617,-0.02313234922,-0.01790683579
-0.01,,0.01,0.1277777778,0.2158934785,0.3871847459,0.07921473328
-0.01666666667,,0.003333333333,0.1388888889,-0.02010228569,0.0101232721,-0.01962244268
-0.01666666667,,0.003333333333,0.15,-0.03215499352,-0.07541509143,-0.02133804956
-0.003333333333,,0.01666666667,0.1722222222,0.06841876947,0.05353713223,-0.08096174917
-0.01,,0.01,0.1833333333,0.2079626191,0.05743304577,0.2167700606
-0.003333333333,,0.01666666667,0.1833333333,0.1986240716,0.08239603879,-0.02970256382
-0.01666666667,,0.003333333333,0.1944444444,-0.09544304524,-0.2192035203,-0.02988883341
-0.01,,0.01,0.1944444444,0.1338212114,0.1151219704,-0.01373356551
-0.003333333333,,0.01666666667,0.1944444444,-0.1126999168,-0.03217304851,0.02155660448
-0.01666666667,,0.003333333333,0.1722222222,0.03997618265,0.1270153596,0.115563875
-0.01,,0.01,0.1722222222,-0.02312047439,0.05068599576,0.02414839545
-0.01666666667,,0.003333333333,0.1833333333,0.01035875963,0.04811318779,0.04283752079
5.50E-18,,0.01333333333,0,-150.4819664,-91.89716487,-25.79380717
-7.63E-19,,-1.73E-18,0,521.0039644,520.9893441,-0.06002068367
1.73E-18,,-0.01333333333,0,150.4780437,91.89757747,-25.82278466
0.01333333333,,-3.38E-18,0,91.89732145,-150.4843956,25.80930025
-0.01333333333,,-1.16E-18,0,-91.89171106,150.4774483,25.80595875
1.73E-18,,1.73E-18,0.2,0.8695047208,0.8722262622,-9.98E-04
1.73E-18,,0.01333333333,0.2,-0.390873666,-0.2944621132,0.0202727878
0.01333333333,,1.73E-18,0.2,0.2932083229,0.2932694312,-0.02178910864
-0.01333333333,,1.73E-18,0.2,-0.293098274,-0.2934473357,-0.02150323
1.73E-18,,-0.01333333333,0.2,-0.2944852078,0.2944914184,0.02012112194
0.01666666667,,-0.003333333333,0.005555555556,11.93338999,47.87185333,5.621777455
0.01,,-0.01,0.005555555556,-82.78138046,-87.80098776,-3.86578501
0.003333333333,,-0.01666666667,0.005555555556,42.72938316,18.76503356,-11.9095624
0.01666666667,,-0.003333333333,0.01666666667,-10.79548173,-27.25696601,-1.194979486
0.01,,-0.01,0.01666666667,-4.796571215,-49.65042351,50.19915674
0.01666666667,,-0.003333333333,0.02777777778,-9.435793792,-5.677860128,-8.011733095
0.003333333333,,-0.01666666667,0.01666666667,-7.848322795,-4.940789996,4.058148711
0.01,,-0.01,0.02777777778,-7.682117908,2.11423656,5.745702963
0.003333333333,,-0.01666666667,0.02777777778,-15.27666535,-9.135179851,20.02585982
0.01666666667,,-0.003333333333,0.05,0.861696907,1.845467712,0.7358868199
0.01666666667,,-0.003333333333,0.06111111111,-0.2743440157,0.7482069259,0.4442637811
0.01666666667,,-0.003333333333,0.07222222222,-0.7324606624,0.08864129259,0.1526407422
0.01,,-0.01,0.07222222222,0.3869923122,1.224109932,-0.4694333261
0.01666666667,,-0.003333333333,0.08333333333,-0.5126530331,-0.1332291877,-0.1389822966
0.01,,-0.01,0.08333333333,0.05397809534,0.4342925425,-0.4263793738
0.01666666667,,-0.003333333333,0.09444444444,0.3850788722,0.08259548502,-0.4306053354
0.01,,-0.01,0.09444444444,0.3219274157,0.005228387529,-0.3833254215
0.003333333333,,-0.01666666667,0.09444444444,0.9625106092,-3.335794157,-1.502272572
0.01666666667,,-0.003333333333,0.03888888889,2.793102307,-1.554395737,0.09526682734
0.01,,-0.01,0.03888888889,7.85721851,4.016829843,4.194824512
0.003333333333,,-0.01666666667,0.03888888889,14.4318477,4.499810368,1.011017167
0.01,,-0.01,0.05,1.584037617,0.7829532724,2.082428672
0.003333333333,,-0.01666666667,0.05,5.967221231,2.129194591,0.8218349835
0.01,,-0.01,0.06111111111,-0.8008328005,-0.8127503916,-0.02996716912
0.003333333333,,-0.01666666667,0.06111111111,0.6700988578,0.6761216116,0.6326527999
0.003333333333,,-0.01666666667,0.07222222222,-1.459519417,0.1405914286,0.4434706162
0.003333333333,,-0.01666666667,0.08333333333,-0.4216335924,0.5226040423,0.2542884326
0.01666666667,,-0.003333333333,0.1055555556,-0.1143407305,0.4459566845,-0.01444629283
0.01,,-0.01,0.1055555556,0.1020734767,0.1683017116,-0.0489943556
0.003333333333,,-0.01666666667,0.1055555556,-0.1997154924,0.4949019995,-0.2354325432
0.01666666667,,-0.003333333333,0.1166666667,-0.0532576803,0.1749870911,-0.01630143134
0.01,,-0.01,0.1166666667,-0.0704611315,-0.1908961834,0.01503910068
0.01666666667,,-0.003333333333,0.1277777778,-0.008497423581,0.02299531977,-0.01815656984
0.01,,-0.01,0.1277777778,-0.2160025264,-0.3877519972,0.07907255695
0.01666666667,,-0.003333333333,0.1388888889,0.01994003962,-0.01001862948,-0.02001170835
0.01666666667,,-0.003333333333,0.15,0.03205470932,0.07594524333,-0.02186684686
0.003333333333,,-0.01666666667,0.1166666667,-0.3214017808,-0.1978915067,0.05858741852
0.003333333333,,-0.01666666667,0.1277777778,-0.1071242372,-0.08377280642,0.08027624673
0.01,,-0.01,0.1388888889,-0.01417828546,0.08301797518,-0.05069229017
0.003333333333,,-0.01666666667,0.1388888889,0.03194381814,4.74E-04,0.1019650749
0.01,,-0.01,0.15,0.05056802218,0.0826837057,0.01767257089
0.003333333333,,-0.01666666667,0.15,0.09580238529,0.05485039478,0.1236539031
0.01666666667,,-0.003333333333,0.1611111111,0.005520303801,-0.02558808959,0.1101093343
0.01,,-0.01,0.1611111111,0.02559001523,0.03794704112,0.08603743195
0.003333333333,,-0.01666666667,0.1611111111,0.08445146424,0.07935489571,0.1453427314
0.003333333333,,-0.01666666667,0.1722222222,-0.06832342485,-0.05363141292,-0.08100531143
0.01,,-0.01,0.1833333333,-0.208218998,-0.05767236635,0.2170298351
0.003333333333,,-0.01666666667,0.1833333333,-0.1988267054,-0.0826867085,-0.02972928117
0.01666666667,,-0.003333333333,0.1944444444,0.0951170268,0.2190169854,-0.02984133226
0.01,,-0.01,0.1944444444,-0.1337745523,-0.1151293299,-0.01365201201
0.003333333333,,-0.01666666667,0.1944444444,0.1128773475,0.03229033506,0.02154673198
0.01666666667,,-0.003333333333,0.1722222222,-0.03980504757,-0.1270206853,0.1153248079
0.01,,-0.01,0.1722222222,0.0232643117,-0.05054771841,0.02406601405
0.01666666667,,-0.003333333333,0.1833333333,-0.01029481808,-0.04805606678,0.04274173782
0.003333333333,,0.01666666667,0.005555555556,47.88285308,-11.92478428,-5.620043904
0.01,,0.01,0.005555555556,-87.8065819,82.77777039,3.879524726
0.01666666667,,0.003333333333,0.005555555556,18.75959044,-42.72570525,11.89311583
0.003333333333,,0.01666666667,0.01666666667,-27.25000326,10.80666903,1.211338474
0.01,,0.01,0.01666666667,-49.66047989,4.804317641,-50.21070145
0.003333333333,,0.01666666667,0.02777777778,-5.660161656,9.427543152,8.042717519
0.01666666667,,0.003333333333,0.01666666667,-4.929240081,7.849947156,-4.056514424
0.01,,0.01,0.02777777778,2.135647164,7.673926205,-5.75123677
0.01666666667,,0.003333333333,0.02777777778,-9.139028202,15.28257052,-20.00614468
0.003333333333,,0.01666666667,0.03888888889,-1.469451109,-2.845887354,-0.1859600933
0.01,,0.01,0.03888888889,4.044791605,-7.886349707,-4.137069362
0.01666666667,,0.003333333333,0.03888888889,4.454854095,-14.41478634,-0.9862652795
0.01,,0.01,0.05,0.7641937321,-1.529633434,-2.016931484
0.01666666667,,0.003333333333,0.05,2.096002309,-5.947642155,-0.8070804904
0.01,,0.01,0.06111111111,-0.8699199116,0.8961082372,0.1032063951
0.01666666667,,0.003333333333,0.06111111111,0.6518268743,-0.6797001888,-0.6278957012
0.01666666667,,0.003333333333,0.07222222222,0.1223277894,1.389039556,-0.4487109121
0.01666666667,,0.003333333333,0.08333333333,0.5075050547,0.258577079,-0.269526123
0.003333333333,,0.01666666667,0.05,1.703006744,-0.7973546041,-0.7142906744
0.003333333333,,0.01666666667,0.06111111111,0.6493512837,0.3214601354,-0.4327371914
0.003333333333,,0.01666666667,0.07222222222,8.32E-04,0.7596391037,-0.1511837084
0.01,,0.01,0.07222222222,1.248943295,-0.3486054543,0.5171932401
0.003333333333,,0.01666666667,0.08333333333,-0.2425507573,0.5171823009,0.1303697746
0.01,,0.01,0.08333333333,0.5125895123,-0.1338499915,0.4823199756
0.003333333333,,0.01666666667,0.09444444444,-0.08079733804,-0.4059102729,0.4119232576
0.01,,0.01,0.09444444444,0.09312058733,-0.5114831448,0.4474467111
0.01666666667,,0.003333333333,0.09444444444,-3.026397812,-1.391791027,1.372359887
0.003333333333,,0.01666666667,0.1055555556,0.2820833726,0.09047857407,0.04671948299
0.01,,0.01,0.1055555556,0.2540979955,-0.2982889826,0.003407791537
0.01666666667,,0.003333333333,0.1055555556,0.8082342908,-0.2340829822,0.3769551929
0.003333333333,,0.01666666667,0.1166666667,0.06409826419,0.05190298253,0.0409267772
0.01,,0.01,0.1166666667,-0.1076964014,-0.01684025176,-0.04939255874
0.003333333333,,0.01666666667,0.1277777778,-0.0680494853,0.02932680572,0.0351340714
0.01,,0.01,0.1277777778,-0.3510316684,0.247987991,-0.102192909
0.003333333333,,0.01666666667,0.1388888889,-0.1143598759,0.02275004364,0.02934136561
0.003333333333,,0.01666666667,0.15,-0.07483290747,0.0321726963,0.02354865981
0.01666666667,,0.003333333333,0.1166666667,-0.221623493,0.1590546659,-0.03305402042
0.01666666667,,0.003333333333,0.1277777778,-0.1119157338,0.03837490042,-0.06247282174
0.01,,0.01,0.1388888889,0.01504445925,0.1105324209,-0.006594745638
0.01666666667,,0.003333333333,0.1388888889,-0.03236436998,-0.03960302563,-0.09189162306
0.01,,0.01,0.15,0.05962603238,0.002588060685,-0.06416513191
0.01666666667,,0.003333333333,0.15,0.01703059849,-0.07487911223,-0.1213104244
0.003333333333,,0.01666666667,0.1611111111,0.06906173788,-0.0565745908,0.014303031
0.01,,0.01,0.1611111111,0.07003247911,-0.05863595922,-0.1217355182
0.01666666667,,0.003333333333,0.1611111111,0.03626917162,-0.0674533594,-0.1507292257
0.003333333333,,0.01666666667,0.1722222222,-0.09697583896,0.03111905501,-0.1210252375
0.01,,0.01,0.1722222222,-0.04856032505,-0.01555159054,-0.02488141768
0.003333333333,,0.01666666667,0.1833333333,-0.05568564586,0.01861723976,-0.0350540067
0.01666666667,,0.003333333333,0.1722222222,-0.05960452722,0.06483661613,0.05721054034
0.01,,0.01,0.1833333333,-0.04729277378,0.2125591899,-0.2215780959
0.01666666667,,0.003333333333,0.1833333333,-0.07167289838,0.1938541115,0.02754444333
0.003333333333,,0.01666666667,0.1944444444,0.2234696344,-0.1201402129,0.05091722405
0.01,,0.01,0.1944444444,-0.1203137492,0.1361426499,0.01612276423
0.01666666667,,0.003333333333,0.1944444444,0.01405775797,-0.116895533,-0.002121639182